name,price,condition,brand,model,memory_GB,title,info,link
NVIDIA NVIDIA GeForce RTX 3080 10 GB,410.0,Pre-Owned,NVIDIA,NVIDIA GeForce RTX 3080,10.0,NVIDIA Geforce RTX 3080 10GB GDDR6X Graphics Card,Pre-Owned · NVIDIA · NVIDIA GeForce RTX 3080 · 10 GB,https://www.ebay.com/itm/225627966775?epid=26058756775&hash=item3488798d37%3Ag%3AYDkAAOSwn0VkkQ6d&amdata=enc%3AAQAIAAAAwAr%2FyKYdhd3QqDmg9HhAOPRWURUOezErn050gZCBmVPqOk6DeB5EnZv82OyG%2BUNuZILLx1yeKfxRtP%2B%2Br6yN%2F30hKJ8V7vx%2BPXo6MMFfOUZ14eG1qnOrNn96Jfb79eESYZFw6TDpKzdpJwjoOiCOxqPKG5j1STwdK%2Bxwo8tli3%2BpkYXO2XlAV9xGouuU%2FI2KkEPcRMMuVAKHHgmb8TDp%2FhQL28Q%2FUqlbomqyGBPnx1RgcjJofe99vxPAz0KQ99XsQA%3D%3D%7Ctkp%3ABk9SR_ic1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce RTX 3060 12 GB,258.0,Pre-Owned,MSI,NVIDIA GeForce RTX 3060,12.0,MSI NVIDIA GeForce RTX 3060 VENTUS X3 12G OC 12GB Graphics Card,Pre-Owned · MSI · NVIDIA GeForce RTX 3060 · 12 GB,https://www.ebay.com/itm/325702352210?hash=item4bd55f7d52%3Ag%3ALnkAAOSw85tkkl3K&amdata=enc%3AAQAIAAAA4F4FyjCIbCtyenfMoHOuuKKfHfKaoCnfep2gxkT%2BU6EcZ7uckfySGiYTTZ0qTwOxM%2FkdlAl0Tl1fo%2FDnW%2B3Dc%2BgHdz8da0X7l0W9dcseRkTxrTD2f5CD%2Fq1kWyX%2BNXiQ12qgHu%2Bd%2BO3M8LVl8EEw4Cil090Z4A9wKW8b5xp0px4X7WsnvHVGrB5Mf6NXkhMgYzWW1ietaV%2FQSR3rNWWVehQgSJi5R1Pqw8jKvfdy3JPqxFA6Odvb7SXqxfFfiMf%2FYLavfOSGVpSbk19dJlGkcM9dUF0aWgwyXSIWognimFsx%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
NVIDIA NVIDIA GeForce RTX 3080 10 GB,500.0,Pre-Owned,NVIDIA,NVIDIA GeForce RTX 3080,10.0,NVIDIA GeForce RTX 3080 FE Founders Edition Graphics Card  Excellent Condition,Pre-Owned · NVIDIA · NVIDIA GeForce RTX 3080 · 10 GB,https://www.ebay.com/itm/166046456207?hash=item26a923d98f%3Ag%3AsI8AAOSwh4RkQ9ea&amdata=enc%3AAQAIAAAA4O%2FeJ%2BQf2WebJsosgRtuXslgbFiChZwM16%2BDr4JVBLCU%2FqC3gZipblwPmrkCPJ5aOdpyA%2F29jbnHQkGBsHefWTvVLNYhqsnGuDtksKkfNZWZ6LzFOPNTRoPQvE1J4L2k6%2B0B4YAj5f7cn0GCaVwL7CM%2F6VMHL%2FKdH1Q4UC2FllnXmihXg7vG6MWqtesJiZm1R8TayUQDUkadiZyKEjpLhKH9uCbbZ1oyAV2ktP7%2Bzc09Y1P6Ya7YewTneOwX%2BfZo4lOK3j40kr9%2B8YcGmgpDirk1YQadHQ4bJsEir4a4XG30%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce GT 1030 2 GB,50.0,Pre-Owned,ASUS,NVIDIA GeForce GT 1030,2.0,ASUS GeForce GT 1030 2GB GDDR5 Graphics Card,Pre-Owned · ASUS · NVIDIA GeForce GT 1030 · 2 GB,https://www.ebay.com/itm/304983915442?epid=2313504030&hash=item4702753bb2%3Ag%3AtgQAAOSw8zhki8bA&amdata=enc%3AAQAIAAAAwN43VQ5pghTFBWzFKbMHF1V3Zbn6IcYUCTrM1qP7guyeSAHJ6%2FZwh9zHtAdgcy9Dxxqgk4h5XU0eFAgRPeCOJjZWhVyAGVJs9hNKc2ACrVsHVx0t%2FTc2olgli629185LGOG6pdIbMNKDgXeV56sr8G80sOrP9hBROIOGCDFLYn1iDi3EUFYoBRj6SeSAkxEirKqs83IpGdRlUMzdQOhjNS170H%2BvG%2BUTWWizhDYBgL8kaIpRT2CwTphnp6ODNO4pRw%3D%3D%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,179.0,Pre-Owned,EVGA,NVIDIA GeForce GTX 1080 Ti,11.0,EVGA GeForce GTX 1080 Ti SC2 Gaming 11GB GDDR5X Graphics Card (11G-P4-6593-KR),Pre-Owned · EVGA · NVIDIA GeForce GTX 1080 Ti · 11 GB,https://www.ebay.com/itm/134614599215?epid=6018267604&hash=item1f57a7c62f%3Ag%3Ag5QAAOSwf2Nkfmw9&amdata=enc%3AAQAIAAAAwD09ukcgzIwljW%2FYd2n%2FDVMQxeJ4ZxQRX04KoMBuFH%2BweXkBviDzTCmbX3qvHnB8lYwAM6jGe%2FAAfTmirzmBLUBn9zd7rjE9D0ip3f0y6ODSAvUaoqL19xcIDIh7nfl6qRWveO9VN6877Hpzyi%2BYBpWjL09UeR2aNSFO4Wgkp8L%2BmKLq7hjhrp5IpzxylASFOUephhwQ2B4c0%2BS8FuxA7BOixgon8Ks%2BpenUxz3T6k7lC81bL5Q68cpeyDJ%2FMkL9Ng%3D%3D%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
POWERCOLOR AMD Radeon RX 6800 XT 16 GB,430.0,Pre-Owned,POWERCOLOR,AMD Radeon RX 6800 XT,16.0,PowerColor Red Devil AMD Radeon RX 6800 XT 3DHE OC 16GB GDDR6 Graphic Card,Pre-Owned · PowerColor · AMD Radeon RX 6800 XT · 16 GB,https://www.ebay.com/itm/334895602995?epid=27042941808&hash=item4df9555d33%3Ag%3A1qoAAOSwG0hkeUmu&amdata=enc%3AAQAIAAAAwAl8%2FxmQ8X2oV%2BcPbGy%2BUY0OPe65Dtu9SLr5id5rr7Q4vYSVT8SilWMLNd59OYhQAdgTz1xagUnXfKE2%2FB4dQZnm616vpBWFg2gazaFefGgoQQFdDfa4O3eqo4n6apLSAsCWsRo6QnPknjXL1b%2BhasXclNiuRLq%2F8TCyNqcTh%2BDu1CWaYJcQ9XRTfNZYKkSdJFgcJ8Vm4qwb1fDl1EUtqzw0jdcdtCIUqc2dKbnjrvpu5FJJAMwL7YOh8BeZSJjuMQ%3D%3D%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
PNY NVIDIA Quadro 4000 8 GB,646.49,Open Box,PNY,NVIDIA Quadro 4000,8.0,PNY NVIDIA Quadro RTX 4000 GRAPHIC CARD VCQRTX4000-PB,Open Box · PNY · NVIDIA Quadro 4000 · 8GB,https://www.ebay.com/itm/166139336865?epid=3031758697&hash=item26aead18a1%3Ag%3AQJgAAOSwb%7E1kd5qn&amdata=enc%3AAQAIAAAAwFGG0%2FsroWcn6mcycSmVQYCnOq7zXWxKdJY%2BF0ZdAoQjZNI%2F0Cl9v7Ma%2Bzl8WI5FBdM0UHNc7JELVTMxF7FlHZEgbGXt82EP1YlDcJwBxrCyCk%2FBXGN%2BMlKZVloBEL2K6dknCQv6ZXOuzKeLOjoItXYs6kdRaQjfUDakHY24y18VbbeD5TlzPqoYvovWSVO8i8Pjn6B4Fuacl5RAF3Li09FFqtIueVMPSpzmjNx3%2BvaDdNVbQoPn%2B%2BXFSVrjcC7LAg%3D%3D%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
GIGABYTE NVIDIA GeForce GTX 970 4 GB,90.0,Pre-Owned,GIGABYTE,NVIDIA GeForce GTX 970,4.0,GIGABYTE NVIDIA GeForce GTX 970 4GB GDDR5 Graphics Card in original packaging,Pre-Owned · GIGABYTE · NVIDIA GeForce GTX 970 · 4GB,https://www.ebay.com/itm/134600608375?epid=623837248&hash=item1f56d24a77%3Ag%3AN4EAAOSwkiFkkcI%7E&amdata=enc%3AAQAIAAAAwNs1Gm3l3zoRmRm0uMirhC0kihAwRdbPwtOca4s9zTsjGO%2BjbyJ%2FckZLzV4186bf3AyjQ7KBOjMyAc24T%2FQn%2BUgtb7IwWkUW8q440XaGKfF84g5fcjcqLW0BmfY%2FTZX9jXa8K58YXhtrWxU7L6dXrfBY1a2diA3EpyAfLa3rJ7ZsGd21gTyyXfv16POb0bKy2uIQh%2Fx7TsNpkrG95XIy%2BX4uWNVlRHkLeVqupDPHZBCcF1%2Bz5p3wBg7nvyeyR2uNiw%3D%3D%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,255.0,Pre-Owned,GIGABYTE,NVIDIA GeForce RTX 3060 Ti,8.0,GIGABYTE GeForce RTX 3060 Ti GAMING OC 8GB GDDR6 Graphics Card,Pre-Owned · GIGABYTE · NVIDIA GeForce RTX 3060 Ti · 8 GB,https://www.ebay.com/itm/145140043898?epid=25043318801&hash=item21cb05507a%3Ag%3ACKcAAOSwsqJki79%7E&amdata=enc%3AAQAIAAAAwEIybzozqS%2FmKcxPPiiNEAYnwZ%2FEDTu01EyxRgDmkFocbK%2FV6RzAFN8jDrYh5hBt%2FI2MSONjfwTx9JqqDpgVwLUNFaOKQS%2FlLzF9zp9aLCuJJB3wdo%2FlX15X5KdiDnzO6qWVRBX0uZxC%2BFx05Fz%2BLzRHz4GIehAMcGeJ%2FqeeWDozSm2LoB2LC7GVTX%2BmM5Z6q71XM2Q0y%2FmI1uEYUb2bJJytA%2FxD5dMzTVNCQte1GBWSviEHLbO5WYo6NwRFkebG1w%3D%3D%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
NVIDIA NVIDIA GeForce RTX 3070 8 GB,329.0,Pre-Owned,NVIDIA,NVIDIA GeForce RTX 3070,8.0,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Graphics Card - Dark...,Pre-Owned · NVIDIA · NVIDIA GeForce RTX 3070 · 8 GB,https://www.ebay.com/itm/115831244858?epid=15041887013&hash=item1af814883a%3Ag%3AM1kAAOSwSmhjphqK&amdata=enc%3AAQAIAAAA4Ly9F8DOHB6xfWJThKlGzXkrnZ6Q%2BunRHXElFc9WO0ys%2BEWaE%2FDk3geLM9pKov%2F9nP%2Bc%2FTWIkHALU%2BohwROPEUnmxXIS8%2BPdqlYpftJCoSmJ2%2FQOeRDTicve49be3v2B0fJqR0JOavl4v2p7qwAXXzKJC8AbdQhi5sRotajDtQfLrDjCxoFGCM5WrNBcSMOqyYW9x1c%2FnjINHiQ7kWdSIsTl%2F5ot%2FN2Ubm2TNsbRL88buJerxmW5RLMR2vJJK%2BqimMUumvVirLIR%2B31UpHClpzIm4sKUxa0rVqrLamvYpWux%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce RTX 2070 8 GB,125.0,Pre-Owned,MSI,NVIDIA GeForce RTX 2070,8.0,MSI GeForce RTX 2070 VENTUS GP 8GB GDDR6 Graphics Card,Pre-Owned · MSI · NVIDIA GeForce RTX 2070 · 8 GB,https://www.ebay.com/itm/295761798474?epid=2316187694&hash=item44dcc6e54a%3Ag%3AVxsAAOSw7ulki725&amdata=enc%3AAQAIAAAA4MvYPNTSmVP34YVREO0tPCtxW3T46tViCH2vMqF2kOpU8RvUnX7tGL%2BhmLet%2F1y6N2C2Y%2B%2Fzc1rI95mfV96q1dVPrQP5KfF0LW%2FWJm4n0UOCuZAJwW5ZAf1%2FMt36MAqwMm9KWdHqlJ7bQdkFNm28vAyrHkXV6SsfZV%2BdInkHiTQKNE%2F3k7WLPrixSR5LZo52jH1nT%2BbeFya1yTFj0Hc2Ap11xTIR6qd755PWHWFrE%2B8EgN3XXZXuP4LK8r78yFe4XKMDnHBpidgchXIzLJOmeuQt3Z4WK7qFijjFETHtvQdY%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,266.0,Pre-Owned,GIGABYTE,NVIDIA GeForce RTX 3070,8.0,GIGABYTE GeForce RTX 3070 GAMING OC 8GB GDDR6 Graphics Card,Pre-Owned · GIGABYTE · NVIDIA GeForce RTX 3070 · 8 GB,https://www.ebay.com/itm/145140027431?epid=23041893054&hash=item21cb051027%3Ag%3ADQsAAOSwEAVki7u-&amdata=enc%3AAQAIAAAA4MVyqdARLkVRMA8zNXZ9rfmnP0lqm99cN6oVdIcaIAsP7SJkANcEg0eJZGrYRGtlrF1vZkguafKeby9VXcWjBqnVJhu%2BHmj88XAyz28ox0Rv3BJmCAlv2p79QEc9IJeiQzlvurr%2BFpRLcvR%2BTJK2nYA7IjISAnkbpkaVTaUgR13ou4CmicvaFMqzwBCZnTwOD2fLfPDhgJKMIq%2BUn4QkPQwaY942mjF9meLR7el4ytWp%2FbpWg9GQC9NHZLDmSZdqxIV%2BC0gp1iaOQFTV%2FO1GpPET6Ifj4awFjLjNlO8aK004%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce RTX 2080 8 GB,450.0,Open Box,MSI,NVIDIA GeForce RTX 2080,8.0,MSI NVIDIA GeForce RTX 2080 GAMING X TRIO 8GB GDDR6 Graphics Card,Open Box · MSI · NVIDIA GeForce RTX 2080 · 8GB,https://www.ebay.com/itm/404343260491?epid=3030529739&hash=item5e24bc854b%3Ag%3A3ikAAOSww0ZeQs%7El&amdata=enc%3AAQAIAAAAwJgO0Il1yVPij6RURP3KKb7maqADcWF5T3msdIWIEk%2FY%2BcHO5MpGZHNNjI68Hj3OCKbvnIxrxLgNE5ifV0mb8V%2BjA8gvduzN%2FxzI9CIwXdB9dAPL%2BVkSSGEe8TA2oIr62stZj0xnDR5lI7405PTxBZdnHJ7pLxz0RTQXmjLTaZRa6b79Rp3nRifL3QX78d8Sby84w8X71FI2UOIlbegEsbziLPRV33D4KMpmlmRSBqjafgzmhfR8G%2FW2h%2BLNz0BRcQ%3D%3D%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 3060 Ti 8 GB,238.99,Pre-Owned,EVGA,NVIDIA GeForce RTX 3060 Ti,8.0,EVGA GeForce RTX 3060Ti Graphic Card - (USED),Pre-Owned · EVGA · NVIDIA GeForce RTX 3060 Ti · 8 GB,https://www.ebay.com/itm/266309054180?hash=item3e0141aee4%3Ag%3AMu0AAOSwznBklMKo&amdata=enc%3AAQAIAAAAwAVKJcjRBYStPecPFn%2FKIy3XKSy1%2BcwUDUzRhUAxNoBHIaVI%2F%2F5vlAP0aiCBd1%2FslxMtZR59r6nX4e0vcde1cIwPn7IF5s23qwJDLzHchFfLkDdzRKbJAv%2BQX4IJXY516nCCF8I3Z5007xyWBXyeEbMQUeLtPwWQycM%2FBd78Ox6X1whPyHF0H23idTcP29U9OXXcoFH9rS36R%2BxozECvMaMGxyZ4CtxmsMDb6tNjlwJynuMQj48UjbXQGzoB4G5dDg%3D%3D%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 3080 10 GB,550.0,Pre-Owned,EVGA,NVIDIA GeForce RTX 3080,10.0,EVGA GeForce RTX 3080 FTW3 ULTRA GAMING 10GB GDDR6X Graphics Card,Pre-Owned · EVGA · NVIDIA GeForce RTX 3080 · 10 GB,https://www.ebay.com/itm/235053236969?epid=28049305346&hash=item36ba43c2e9%3Ag%3AoV8AAOSwpuVkjOec&amdata=enc%3AAQAIAAAAwCmAEV9s9sI3GnUNScyX0nHm1KOdb%2BHi96yLLdXbzYk91Xm8IBhxoEXlNLMeoTIeLp5qjok72PncH6R95GEQRVsagTLkRNztcamj%2FUDvNEj%2B%2Br%2Fpjd%2BNth43%2BJfQ%2F27T9UPSIlkyKuYV0Qd7Vg48S6Ei%2FejjGMGjxiukUbDA723mPIPnYqq2k9ExolsBO1j6JcCzOxki4vNkoSrOD2FVFxB8WRmy6aF5NrVEP4rRtWl2nYNQyQTnh8iSJOKM0IfSvg%3D%3D%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,240.5,Pre-Owned,ZOTAC,NVIDIA GeForce RTX 3060 Ti,8.0,ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge OC LHR 8GB GDDR6 Graphics Card,Pre-Owned · ZOTAC · NVIDIA GeForce RTX 3060 Ti · 8 GB,https://www.ebay.com/itm/145140012379?epid=28050206596&hash=item21cb04d55b%3Ag%3AxLoAAOSwgQxki7es&amdata=enc%3AAQAIAAAA4KJm41M1P8NZNsKRvagm2tbPR7wlOMMvcSpG8HgHVM%2BB3xz1AYV8c7ebGT0%2F3XscT0%2Fbc1iO2kuo9mhC%2B4vFnkJD64e3cXpAy56GhGfdSczjBWk20gQhBYFBGAKY7x9YLgGtnY1IYV3RKY3RCfc6ER7kCJjJ0yWKItfab6xHPRVeRaxiLhPSfkY6qhqLjCpTeP4arnzLhdV1chtq%2FOwgDbasiME3L5%2BuAI5ftsUA3M%2B5V41tixDuMpLS9JTAkd%2BlN5OfTV7G9UIWj%2FR4UTIOe8aF3di6NBD1yNsBjESTOnGr%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce RTX 3080 10 GB,400.0,Pre-Owned,MSI,NVIDIA GeForce RTX 3080,10.0,MSI GeForce RTX 3080 GAMING Z Trio 10GB GDDR6X Graphics Card,Pre-Owned · MSI · NVIDIA GeForce RTX 3080 · 10 GB,https://www.ebay.com/itm/185953955998?hash=item2b4bb8309e%3Ag%3Ac3kAAOSwUllki0L5&amdata=enc%3AAQAIAAAA4CFp5sd1kfQrWHP5%2BGfreEkTDThYUfqRnwFPZhg0FFwMNtwZ8VO0Zkp%2BucxyI8gbdvBniU4%2BprIC%2FeVY%2BqzAc1FqgqQDPYMAKGU6kXy53KltqjZJmB6v6CicXgnIq3hLkfT1dwEgi78Yoj9GszBP2hR26GwGfZ5lb7XA%2BGI9z077fgPB67OhKanZUlGk8c5E71lU5iC8p1A2lvvhMrduEI%2BJGGTvLHlGQJwPLFFdSuRkuvXQeQCqo0jnLoXnOk4TGdyDgCjzCylQahxF8WAND6taghlkJIuvhxcV6oNmNGtR%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce RTX 3080 10 GB,455.0,Pre-Owned,ASUS,NVIDIA GeForce RTX 3080,10.0,ASUS GeForce RTX 3080 10GB GDDR6X Graphics Card (TUF-RTX3080-O10G-GAMING),Pre-Owned · ASUS · NVIDIA GeForce RTX 3080 · 10 GB,https://www.ebay.com/itm/304989975663?epid=25043419851&hash=item4702d1b46f%3Ag%3ANJoAAOSw6lBkkPtF&amdata=enc%3AAQAIAAAA4H%2FYsk%2Bd3HiRbN7yzAX6h9ZXfhs33a3tBf%2F8SwiuI%2Fx9%2BP1fMJ2S%2BdIAGiqXpQQwyNy61XZsGFWGtGL%2FfkTiqfSVDmFeL489FFVP4BFKoSJbk3qXP7gmklDm3xi1pmtAgfLT24zRK1WjVsSRWnXgA3Nqxy72MJ%2B%2BOBKnFvEmmSkEDFiVsm4yRKtUWDWBZdlDuHe%2FjHSKVsjcLFHcTQX30nLbF34LYm7pwn9lttGlrnZyZXdWgTp8Etq%2B%2BbnsGfj9r8s6ifUGSxPjpJG6WRftgEMQg6Os5k7X%2B2G10pqkTcDD%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
GIGABYTE AMD Radeon RX 6800 XT 16 GB,405.0,Pre-Owned,GIGABYTE,AMD Radeon RX 6800 XT,16.0,GIGABYTE AMD Radeon RX 6800 XT GAMING OC 16GB GDDR6 Graphic Card,Pre-Owned · GIGABYTE · AMD Radeon RX 6800 XT · 16 GB,https://www.ebay.com/itm/304982216616?epid=21042950016&hash=item47025b4fa8%3Ag%3AIocAAOSwZKhkY9qi&amdata=enc%3AAQAIAAAA4JcRjqI%2BMqaEm%2BCLzDecJkYVdBzgO5Zd0%2FNu8iJbgbo2b9XXXaJ4J1bdOohRFhPJavUjBJlPhRV0TmEm%2FeRCRkVOBm9ck5uwz3ebxFt5wJyPa47MVlhOJjLQ4CuyyytF430JvVtUz98CgM8rmY2kd669D4xkWevRrJbIRHWnRHO5pHpps21aMeOEYvzsFmufXlY46jBPbwSpjKUb8qKbXB%2B7c80cStqD9v6b7EpbvLz%2FZ%2FNd0pSbJoropL9G3HBS5E7rz86qAgTTUQ27ZXJJVGHw4W0oysZnaIEJKUQdCAk2%7Ctkp%3ABk9SR_qc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,231.0,Pre-Owned,ZOTAC,NVIDIA GeForce RTX 3060 Ti,8.0,ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge OC LHR 8GB GDDR6 Graphics Card,Pre-Owned · ZOTAC · NVIDIA GeForce RTX 3060 Ti · 8 GB,https://www.ebay.com/itm/304987415428?epid=28050206596&hash=item4702aaa384%3Ag%3AWyIAAOSwcfpix6oJ&amdata=enc%3AAQAIAAAA4BtEijTF2xtVQqR7nNyArMfnL4MQwD%2FXYpx4noz4n%2BhtlKtAwZXTaFucPsYx96%2FTwEwFhIblKP541v21mi0zeXKDsPihyu0uioXJdCU2LPd7q8MB%2BHhZDj%2Ftzvkg6NFvLmZxUXqQdszpNU2u8j%2BR6kWcKPi61TIo9yr6RbnXBAlaCx20YoL%2FrQfH3XRFRZdYnfRmtPXeHDTTpKLwCeQo%2FE01O%2B7lFdP87uDZWpA8POIqrl4i%2FspgF69bMK353e76soMhVRuQsEMDHFSjwy8A%2BoIwgVb6ocJ1I06NvLe0l9b4%7Ctkp%3ABk9SR_yc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ZOTAC NVIDIA GeForce RTX 3060 12 GB,191.5,Pre-Owned,ZOTAC,NVIDIA GeForce RTX 3060,12.0,ZOTAC GAMING GeForce RTX 3060 Twin Edge OC 12GB GDDR6 Graphics Card,Pre-Owned · ZOTAC · NVIDIA GeForce RTX 3060 · 12 GB,https://www.ebay.com/itm/304988864062?epid=7044628097&hash=item4702c0be3e%3Ag%3ApOgAAOSwFJJjrrSp&amdata=enc%3AAQAIAAAAwORuRt55uh2UjokJJapKGKQuRsaAV%2B591ANy%2BbvJbTaJ2SbX6sYwpJMRt71c560uyZf7Mfd9bpaxP%2FDYJMUxncQjeUeizinje%2BahWOZIjZ9JKIzce%2FgGMoJvxDMDf4cPOE0Jc1bsqDUPObRdXMc3Tuv6pePJeQCHcB1UrxT7WZSg4V4AX1sIRu%2F3Cop5rdfSR3VdAWOF93njJzRFXbmWyq0AP9znsIZxmJdTYEjP%2Fj16DkwQSEBG%2FK8cx8H0SStMKg%3D%3D%7Ctkp%3ABk9SR_yc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
GIGABYTE NVIDIA GeForce RTX 3070 Ti 8 GB,305.0,Pre-Owned,GIGABYTE,NVIDIA GeForce RTX 3070 Ti,8.0,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8GB GDDR6X Graphics Card,Pre-Owned · GIGABYTE · NVIDIA GeForce RTX 3070 Ti · 8 GB,https://www.ebay.com/itm/304989604883?epid=22047402156&hash=item4702cc0c13%3Ag%3AII0AAOSw4oFkYFY2&amdata=enc%3AAQAIAAAA4LvVoizgA5xkyXuX6P395TZNikEcA7q9svcmRpXpHI8Zo2ZsSN6iToSx2s3vUjiPvTcKaw2Acx7St1QpfkXkBxr4kjoU2%2F62UTULn%2FQ%2FdSF9MhwUfZ3K%2Bv8sK%2F%2F5%2FSegxHWxzbCwHmvemLhYnmgig4bQKCRigIW%2B5lPUmFW6reyok9blhr0Yzd0pmYDfgQXGkp26AdcfuhMQY9DBt4y%2BGoU%2BbOZkns6lery4WQ2M9KEf9fYRjO9C5C6NHwMc%2F94qmxw2e6NX3Mg0L4T2CtJ9B%2FNM8tD3IPP%2FeQwNBEAhWuPj%7Ctkp%3ABk9SR_yc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce RTX 3080 12 GB,999.99,Open Box,ASUS,NVIDIA GeForce RTX 3080,12.0,ASUS NVIDIA GeForce RTX 3080 12GB GDDR6X Graphics Card - Evangelion Edition,Open Box · ASUS · NVIDIA GeForce RTX 3080 · 12 GB,https://www.ebay.com/itm/166145424947?epid=20055372208&hash=item26af09fe33%3Ag%3AiNAAAOSwyqBkeqnP&amdata=enc%3AAQAIAAAAwMrsKPInfQVINPZzLzrjo1GTSUVgnflxAFxBLqNYZuZpk%2BPn1m5Pr5NO0D%2FIiMfSFLs%2FfBXy7CYbTIqWnJ22KbzshGyufvxcmGhE9CROgw7g%2FArIW2xpwDtnroTayXilzCvw5ffeEbpiA0WwmBTUDoEOVzGPCD%2BrsnzzqC1CVHO%2FeweGu6SSsehTJbTaWXal0hISRXWCP%2F4K5k3k5zgWYgW%2B8zGXJQgsjbQ5Eviur0Ek5BuR%2BDuoDcGDPsgbHOHl%2FA%3D%3D%7Ctkp%3ABk9SR_yc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce GTX 1070 8 GB,75.0,Pre-Owned,EVGA,NVIDIA GeForce GTX 1070,8.0,EVGA NVIDIA GeForce GTX 1070 8GB GDDR5 Graphics Card - ‎08G-P4-6276-KR,Pre-Owned · EVGA · NVIDIA GeForce GTX 1070 · 8 GB,https://www.ebay.com/itm/225607348405?epid=22030521544&hash=item34873ef0b5%3Ag%3AE9oAAOSws%7Epkf5zR&amdata=enc%3AAQAIAAAA4BEB%2BrOZSHjtuaR2w61LSjyTh%2B9steN9%2BVZeQr3eCo2xdjOc%2BCMZlUAVtVkgSavasChICGhntq1guMUZpB1XsgUSIVYPygRHPeuqvgMKckKJM%2F5Q1k8a8ARKn8UYviH19IM8%2F9y%2F8AEDBrS1EvZdpBrCRdk2qWLVvEKcLPBVjGcH7Kmb%2Fsin2UinnT%2B%2BYwZtuDvqtIBHEWWpeKIlHFKH7IiptAZu3UOVyXMainHSph0zHtbKaODs1Wkj4flkXnOLLyeOCj1c7ivOtbA7MaS0u5CjbqdRhZeNN7ECX19BaPKs%7Ctkp%3ABk9SR_yc1I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
